Rooms,Type,Price,Propertycount,Distance
3,h,1391000,6795,11.4
2,u,800000,6795,11.4
4,t,1200000,6795,11.4
2,u,772000,6795,11.4
3,t,1000000,10969,13.8
3,t,950000,10969,13.8
4,t,1335000,10969,13.8
4,t,1220000,10969,13.8
5,h,1200000,10969,13.8
3,t,1500000,10969,13.8
3,t,,10969,13.8
3,h,1245000,10969,13.8
3,t,1200000,10969,13.8
3,t,875000,10969,13.8
4,t,2150000,2866,17.3
3,h,1200000,5713,13.4
3,h,1275000,5713,13.4
3,h,1050000,2867,13.4
3,h,,2867,13.4
4,h,1057500,2867,13.4
4,h,1305000,4387,13.4
3,h,1025000,4387,13.4
4,t,1020000,2887,27
3,t,1140000,2887,27
3,h,,2887,27
3,h,,4605,10.9
4,h,,4605,10.9
4,h,751000,3589,8.6
2,h,715000,3589,8.6
3,h,782000,3589,8.6
5,h,935000,3589,8.6
4,h,900000,1390,16.1
3,h,,10579,10.5
4,h,,10579,10.5
3,h,2350000,10579,10.5
3,h,1900000,10579,10.5
3,h,1850000,10579,10.5
3,t,,10579,10.5
3,h,1750000,6938,10.3
4,h,1550000,6938,10.3
3,h,1270000,6938,10.3
3,u,750000,6938,10.3
4,h,2250000,6938,10.3
4,h,2125000,6938,10.3
5,h,,6938,10.3
4,h,1100000,6938,10.3
3,t,,6938,10.3
3,t,440000,4294,14
3,h,648500,4294,14
3,t,1000000,11918,5.2
4,h,1100000,11918,5.2
1,u,567000,11918,5.2
2,h,870000,11918,5.2
3,h,,11918,5.2
4,h,1789000,11918,5.2
4,h,,11918,5.2
3,h,,11918,5.2
2,u,615000,5533,4
3,h,1140000,5533,4
3,h,,5533,4
2,t,600000,7082,5.2
2,h,542000,7082,5.2
4,h,,7082,5.2
3,h,690000,10175,12.1
2,u,530000,10175,12.1
4,h,780000,10175,12.1
4,h,731000,10175,12.1
3,h,575000,10175,12.1
3,h,1500000,438,2.4
4,h,,1607,14.8
4,h,625000,1686,14.8
3,h,615000,1686,14.8
4,h,1420000,5678,10.4
4,h,1252000,5678,10.4
3,u,842000,5678,10.4
4,h,,4048,14.7
3,h,1175000,4048,14.7
1,u,310000,4048,14.7
3,t,,8920,7.7
3,h,,8920,7.7
2,u,621000,8920,7.7
4,h,,8920,7.7
4,t,,1889,16.6
4,h,695000,1889,16.6
3,u,1057500,3265,8.4
2,h,,6786,1.6
2,h,1155000,6786,1.6
1,u,520000,6786,1.6
4,h,2400000,6786,1.6
4,h,2100000,3106,3.5
2,u,795000,3106,3.5
1,u,295000,7822,10.1
2,h,1190000,7822,10.1
2,u,,7822,10.1
3,h,,7822,10.1
3,h,1160000,7822,10.1
4,t,,7822,10.1
3,h,641500,7719,14.8
2,u,487000,2379,8.7
2,u,475000,6923,7.8
2,h,981000,5051,8.7
2,t,,3906,27
2,u,635200,3906,27
3,h,,3906,27
3,h,1050000,9758,17.9
3,u,950000,9758,17.9
3,h,,9758,17.9
4,h,,5837,16.7
3,u,802000,5837,16.7
3,u,691000,5837,16.7
3,h,900000,4734,17.5
3,h,760000,4734,17.5
2,t,935000,2954,3.6
2,h,865000,11204,6.7
2,h,990000,11204,6.7
2,u,460000,11204,6.7
2,t,,11204,6.7
4,h,,11204,6.7
3,h,995000,3445,6.7
3,t,900000,3445,6.7
3,h,852000,3445,6.7
6,h,,810,33
3,h,900000,4553,2
2,h,840000,4553,2
3,u,1960000,4553,2
3,h,362500,1124,17.4
4,h,,15510,20.6
3,h,490000,15510,20.6
4,h,815000,15510,20.6
3,h,600000,15510,20.6
3,h,,15510,20.6
3,h,573000,15510,20.6
2,h,,15510,20.6
3,h,525000,15510,20.6
3,h,655000,11925,23
5,h,1325000,11925,23
3,h,,2985,23
3,h,,2246,14
2,h,331000,10894,24.7
3,h,590000,8322,24.7
3,h,621000,8322,24.7
3,h,585000,8322,24.7
4,h,2750000,892,7.9
5,h,885000,6388,14.8
3,h,709000,4258,21.8
1,u,316000,4707,1.4
4,t,1100000,9028,12.4
4,h,,9028,12.4
3,h,1140000,9028,12.4
4,t,,9028,12.4
4,h,,9028,12.4
4,h,1470000,9028,12.4
3,t,1050000,9028,12.4
3,h,1555000,9028,12.4
3,h,1172500,10999,14.3
4,h,1310666,10999,14.3
2,t,723000,10999,14.3
2,u,,10999,14.3
2,u,,10999,14.3
3,u,,10999,14.3
4,h,,10999,14.3
3,h,1200000,10999,14.3
5,h,1500000,10999,14.3
6,h,1310000,7254,25.9
3,h,,3533,28.8
4,h,2150000,1651,8.9
1,u,432500,1651,8.9
2,t,,3040,1.3
3,h,680000,3040,1.3
3,h,,2546,27
3,h,1060000,2546,27
1,u,466000,4898,7.2
4,h,,4898,7.2
3,u,800000,6990,18
3,h,730000,6990,18
2,u,,6990,18
3,h,880000,2346,18
2,u,455000,8989,7.2
2,h,950000,8989,7.2
2,h,,8989,7.2
3,h,2025000,8989,7.2
4,h,,8443,28.5
3,h,617000,10926,19.6
3,h,600500,10926,19.6
3,h,,10926,19.6
3,t,700000,9264,7.5
2,t,665500,9264,7.5
5,h,2500000,9264,7.5
4,h,2350000,9264,7.5
2,u,495000,2970,5.7
4,h,740000,5070,13.1
3,h,720000,5070,13.1
2,u,,5070,13.1
3,h,720000,10788,24.8
2,h,,5825,2.1
2,t,,6244,3.6
2,h,2100000,6244,3.6
2,h,900000,3593,3.4
6,h,1250000,7570,5.1
3,h,1150000,7570,5.1
3,h,1080000,7570,5.1
3,h,925000,4385,15.4
3,h,970000,4385,15.4
3,h,750000,3376,45.9
3,h,,3285,12.9
3,h,640000,3285,12.9
3,h,560000,3285,12.9
2,u,711000,2403,10.1
3,h,1900000,10412,7.3
3,t,2020000,10412,7.3
3,t,1750000,10412,7.3
4,h,,10412,7.3
2,t,710000,10412,7.3
3,t,1155000,10412,7.3
3,h,1525000,10412,7.3
2,u,731000,10412,7.3
3,t,1650000,10412,7.3
4,h,,15321,16.7
4,h,,15321,16.7
4,h,,15321,16.7
4,h,1150000,15321,16.7
3,h,1300000,15321,16.7
4,t,,15321,16.7
3,u,951000,15321,16.7
4,h,,15321,16.7
4,h,1250000,15321,16.7
3,t,685800,15321,16.7
5,h,,15321,16.7
4,h,807000,8870,11.2
3,h,640000,8870,11.2
3,u,582000,8870,11.2
3,u,500000,8870,11.2
4,h,600000,8870,11.2
2,t,655000,8870,11.2
3,h,620000,8870,11.2
3,t,820000,8524,16.1
3,h,810000,8524,16.1
3,h,820000,8524,16.1
3,h,,4864,20.4
4,h,601000,4864,20.4
5,h,731000,4864,20.4
2,u,392500,2606,11.2
5,h,,5454,13.8
3,t,1200000,5454,13.8
3,h,2300000,5454,13.8
3,h,1550000,5454,13.8
2,h,1600000,2356,13.8
2,u,500000,2356,13.8
3,h,505500,8256,33.3
2,u,555000,11308,5.3
2,u,,11308,5.3
3,h,,6482,6.2
4,h,,6482,6.2
3,h,,6482,6.2
2,u,,6482,6.2
3,h,784000,3794,21.3
4,h,895000,3794,21.3
4,h,934000,3794,21.3
2,u,,2890,8.9
3,h,1100000,2890,8.9
3,h,1210000,2947,8.8
2,u,690000,4794,16
2,u,371000,4794,16
3,u,543000,4794,16
2,u,759000,4794,16
3,h,,4794,16
2,u,841000,4794,16
4,h,,4794,16
3,h,980000,5556,18
2,u,408000,13830,18.4
3,h,535000,13830,18.4
5,h,636000,13830,18.4
3,h,,13830,18.4
4,h,,5549,7.8
2,h,,1554,7.8
5,h,2900000,1554,7.8
2,t,425000,851,14
5,h,910000,2339,14.5
4,h,1025000,2339,14.5
4,h,678000,3656,15.5
4,h,700000,3656,15.5
3,h,810000,5629,11.7
3,h,1555000,5263,3.4
2,h,1050000,5263,3.4
1,u,282000,5263,3.4
3,h,1472000,10331,5.4
3,h,,10331,5.4
2,u,785000,10331,5.4
5,h,1860000,10331,5.4
3,t,,10331,5.4
2,h,1610000,2671,7.3
5,h,,2671,7.3
3,h,2050000,2671,7.3
4,h,,4654,26
3,h,,4654,26
3,h,,2878,14
3,h,700000,2949,23.3
4,h,922000,8279,16.3
3,h,,8279,16.3
4,h,685000,8279,16.3
4,h,630000,8279,16.3
4,h,,2126,24.8
3,h,1460000,4168,12.7
3,h,929000,4168,12.7
2,h,670000,4168,12.7
3,h,620000,3873,6.4
3,t,775000,3873,6.4
4,h,3500000,4675,5.9
4,h,,4675,5.9
4,h,,4675,5.9
3,h,1060000,8801,8.4
3,h,,8801,8.4
3,h,1295000,8801,8.4
4,h,,8801,8.4
2,t,542500,4918,4.3
2,u,460000,4918,4.3
3,h,,2397,11.4
3,h,,4704,17.4
1,u,,17496,0
2,u,,17496,0
4,h,422000,3600,31.7
3,h,356000,3600,31.7
3,h,410000,3600,31.7
4,h,387000,6065,31.7
2,u,,6162,20
3,t,1160000,6162,20
4,h,1155000,6162,20
4,h,,5812,25.9
4,h,580000,5812,25.9
4,h,585000,5812,25.9
4,h,735000,5812,25.9
5,h,605000,1158,20.6
5,h,,10529,17.9
4,h,,10529,17.9
4,h,1075000,6871,17.2
3,t,806000,6871,17.2
2,u,650000,2079,10.2
5,h,1175000,3891,16.2
2,u,460000,6232,6.2
4,h,1550000,6232,6.2
3,t,885000,6232,6.2
4,h,1355000,2555,14.3
3,h,1235000,2555,14.3
4,t,1250000,2555,14.3
4,h,1350000,2555,14.3
3,h,,2555,14.3
4,h,,13366,14.2
4,h,,13366,14.2
4,h,1737000,13366,14.2
3,t,,13366,14.2
3,h,970000,13366,14.2
3,h,1352008,13366,14.2
6,h,,13366,14.2
4,h,,13366,14.2
4,t,1230000,13366,14.2
3,h,1200000,13366,14.2
3,h,931500,7113,18.8
3,h,940000,7113,18.8
3,t,761000,7113,18.8
4,h,950000,7113,18.8
3,u,700000,7113,18.8
3,u,687000,7113,18.8
3,t,767500,7113,18.8
4,h,1168000,7113,18.8
3,u,,4442,10.1
3,h,1225000,4442,10.1
3,h,1015000,5498,6.2
3,h,1560000,5498,6.2
3,h,850000,5498,6.2
4,h,1328000,2291,10.4
2,t,450000,11806,22.7
2,h,,11806,22.7
4,h,,11806,22.7
3,h,1695000,6821,1.8
1,u,390000,6821,1.8
2,u,530000,6821,1.8
3,h,,6821,1.8
1,u,,6821,1.8
3,h,,1058,21.1
1,u,375000,11364,5.3
3,t,1080000,11364,5.3
3,h,,902,16.7
3,h,902500,4973,15.4
4,h,1278000,3224,12.3
4,h,1851000,3578,11.4
3,t,1215000,3578,11.4
4,h,1598000,3578,11.4
4,h,1752000,5087,21.5
3,t,845000,5087,21.5
2,u,650000,5087,21.5
2,t,,5087,21.5
3,t,750000,7485,8.5
2,t,620000,7485,8.5
2,h,530000,7485,8.5
4,h,1050000,7485,8.5
2,t,594000,7485,8.5
3,t,680000,7485,8.5
3,h,780000,3351,31.2
4,h,720000,15542,14.7
3,h,,8648,3.5
2,h,,8648,3.5
4,h,,8648,3.5
3,h,,8648,3.5
2,h,1185000,8648,3.5
2,h,,7717,4.6
2,u,540000,7717,4.6
3,h,1370000,7717,4.6
4,h,989000,14577,8.4
3,h,1155000,14577,8.4
2,h,880000,14577,8.4
4,h,,14577,8.4
2,t,602000,14577,8.4
4,h,1150000,14577,8.4
3,h,2030000,1008,3.5
3,t,741000,21650,12
3,h,707000,21650,12
4,h,1225000,21650,12
3,h,882000,21650,12
4,h,662000,21650,12
3,h,750000,21650,12
4,h,,21650,12
3,u,610000,21650,12
4,h,800000,21650,12
3,u,720000,21650,12
3,h,810000,21650,12
3,h,653000,21650,12
2,h,790000,21650,12
3,t,1525000,14949,2.4
1,u,441000,14949,2.4
2,t,737000,14949,2.4
2,h,730000,14949,2.4
3,h,2420000,14949,2.4
1,h,890000,14949,2.4
3,h,1800000,14949,2.4
2,u,,14949,2.4
2,u,752000,14949,2.4
3,h,1348000,14949,2.4
2,h,655000,4407,21.3
3,h,860000,4407,21.3
7,h,,4407,21.3
4,h,830000,3619,19.9
4,h,580000,5833,20.6
3,h,,5833,20.6
3,h,535000,5833,20.6
3,h,508000,5833,20.6
3,h,,5833,20.6
4,h,578000,5833,20.6
3,h,1900000,4497,15.2
4,h,1855000,4497,15.2
4,h,2200000,4497,15.2
4,h,953000,8077,35.4
4,t,1840000,852,11
4,h,,2417,5.1
3,h,1085000,2417,5.1
3,h,,984,6.2
2,u,590000,5943,1.9
2,u,665000,5943,1.9
4,h,640000,7969,20.5
2,h,1430000,14887,2.7
1,u,285000,14887,2.7
2,u,,14887,2.7
2,u,715000,14887,2.7
1,u,370000,8400,0.7
3,u,686000,8400,0.7
3,h,745000,7412,20.8
2,u,,13240,5
1,u,425000,13240,5
2,u,,13240,5
2,u,740000,13240,5
3,h,,13240,5
2,u,550000,13240,5
3,h,1380000,3284,8.2
4,h,520000,14092,31.7
3,h,,14092,31.7
3,h,700000,3755,10.5
3,h,735000,3755,10.5
2,h,670000,3755,10.5
3,h,,3755,10.5
3,h,705000,4217,10.5
4,h,750000,4217,10.5
4,h,705000,6763,10.5
3,h,545000,6763,10.5
6,h,,5457,10.2
2,u,757000,5457,10.2
3,h,1402000,5457,10.2
4,h,,5457,10.2
3,h,590000,10160,18.4
5,h,790000,5336,15.5
4,h,1290000,5336,15.5
4,h,,6202,15.5
4,h,1430000,6202,15.5
4,t,970000,5420,12.4
3,h,2700000,5420,12.4
2,u,477000,7955,15.3
3,h,580000,7955,15.3
3,h,1310000,8870,7
4,h,915000,8870,7
3,h,1425000,8870,7
2,t,715000,8870,7
2,u,600000,8870,7
4,h,3310000,7217,4.1
2,h,1300000,7217,4.1
3,h,1800000,7217,4.1
2,u,645000,7217,4.1
4,h,,7217,4.1
3,h,,5811,18.4
3,h,680000,3296,12.9
3,h,865888,4280,17.2
3,h,,4280,17.2
4,h,1315000,7082,14.7
3,u,715000,7082,14.7
4,h,888000,7082,14.7
3,h,748000,2329,14.5
4,h,620000,16166,14.7
3,h,416000,16166,14.7
3,h,410000,16166,14.7
3,h,720000,16166,14.7
2,h,360000,16166,14.7
3,h,465000,16166,14.7
5,h,646000,16166,14.7
2,u,490000,5058,6.4
1,u,860000,2230,3.1
3,h,653000,2474,16.5
4,h,600000,2474,16.5
4,h,1050000,7392,16.7
4,h,,7392,16.7
5,h,785000,1999,17.6
4,h,,1999,17.6
2,h,980000,6380,6.8
3,h,1225000,6380,6.8
3,h,,6380,6.8
3,u,,4380,4.6
4,h,621000,2940,25.5
4,h,,5262,27.2
2,h,655000,6543,6.3
4,h,1875000,6543,6.3
2,u,,6543,6.3
2,h,850000,6543,6.3
1,u,415000,4019,3
2,u,683000,4019,3
2,u,,4019,3
3,h,1255000,4019,3
5,h,1830000,1543,7.5
1,u,315000,1543,7.5
3,h,860000,3464,10.4
3,h,850000,3464,10.4
3,h,796000,3464,10.4
2,u,575000,3464,10.4
3,h,565000,1899,14
1,u,420000,3280,3
3,h,,3280,3
3,h,2100000,3280,3
3,h,760000,2185,10.5
4,h,810000,2185,10.5
3,h,1520000,2211,5.7
3,h,1620000,2211,5.7
2,u,585000,5301,11
4,h,750000,7630,15.5
3,h,,7630,15.5
3,h,980000,5132,9.4
4,h,970000,5132,9.4
3,h,,1281,12.8
3,h,1312000,4836,6.3
4,h,3000000,4836,6.3
3,h,1500000,4836,6.3
2,u,,4836,6.3
4,h,,4836,6.3
3,h,,4836,6.3
3,t,1130000,6567,4.3
3,h,928000,6567,4.3
2,t,800000,6567,4.3
3,h,1210000,3052,10.2
3,h,1840000,3052,10.2
3,h,890500,3052,10.2
4,h,1311750,2894,10.2
3,t,917500,2894,10.2
3,t,1140000,2824,21.5
4,h,,2824,21.5
3,h,988000,2824,21.5
4,h,,2243,21.5
5,h,,2243,21.5
5,h,830000,1130,16.5
4,h,1032000,4502,9.5
3,h,,2952,6.4
5,h,2580000,5682,7.9
3,h,1420000,5682,7.9
4,h,2290000,5682,7.9
5,h,,5682,7.9
3,h,2325000,5682,7.9
4,h,1400000,7809,9.7
3,h,,7809,9.7
3,h,882500,5030,23.2
3,h,755000,5030,23.2
4,h,748000,3598,23.2
3,h,800000,3598,23.2
3,h,724000,3598,23.2
3,h,764000,973,39.8
1,u,291500,5366,17.3
3,h,1150000,5366,17.3
3,h,900000,790,8.8
5,h,1915000,6795,11.4
4,h,1410000,6795,11.4
3,h,1335000,6795,11.4
4,h,,6795,11.4
3,h,1330000,10969,13.8
2,u,815000,10969,13.8
2,h,1020000,10969,13.8
3,t,1312000,10969,13.8
3,h,1232500,10969,13.8
2,u,485000,10969,13.8
3,h,930000,10969,13.8
4,h,1675000,10969,13.8
4,h,1000000,17093,35.2
3,h,835000,17093,35.2
3,h,2525000,2866,17.3
3,u,945000,2866,17.3
3,t,,2866,17.3
3,h,786000,5713,13.4
4,h,1356000,2867,13.4
3,h,,2867,13.4
2,u,590000,2867,13.4
5,h,1555000,2867,13.4
3,h,800000,2867,13.4
4,h,1475000,2867,13.4
3,h,,4387,13.4
4,h,1229000,4387,13.4
3,h,965000,2887,27
2,h,,9704,25
4,h,,4605,10.9
2,u,466000,4605,10.9
2,u,653000,4605,10.9
5,h,818000,3589,8.6
2,h,,3589,8.6
3,t,,3589,8.6
3,h,1900000,10579,10.5
2,h,,10579,10.5
3,h,,10579,10.5
2,u,974250,10579,10.5
2,u,630500,10579,10.5
4,h,,10579,10.5
3,h,,6938,10.3
3,h,,6938,10.3
3,t,,6938,10.3
5,h,2750000,6938,10.3
3,t,1051000,6938,10.3
4,h,,6938,10.3
3,h,430000,4294,14
5,h,850000,4294,14
2,h,320000,4294,14
3,h,525000,4294,14
3,h,500000,4294,14
3,h,575500,4294,14
3,h,445000,3122,29.8
3,h,901000,962,6.4
3,h,1150000,11918,5.2
3,h,1280000,11918,5.2
2,t,,11918,5.2
3,h,1247000,11918,5.2
2,u,495000,11918,5.2
3,h,1325000,11918,5.2
4,h,1630000,11918,5.2
3,h,1360000,11918,5.2
1,u,250000,11918,5.2
3,h,,11918,5.2
3,h,,11918,5.2
2,t,,11918,5.2
4,h,1275000,11918,5.2
2,h,605000,11918,5.2
1,u,402000,11918,5.2
4,h,1770000,11918,5.2
2,h,1065000,5533,4
2,u,522000,5533,4
2,u,522000,5533,4
3,h,1000000,7082,5.2
2,u,438000,7082,5.2
3,h,1080000,7082,5.2
4,h,1300000,4480,10.8
3,h,1331000,4480,10.8
3,h,915000,10175,12.1
3,h,892000,10175,12.1
3,h,745000,10175,12.1
3,h,1010000,10175,12.1
3,u,607000,10175,12.1
4,h,863000,10175,12.1
3,t,448000,10175,12.1
3,h,655000,1686,14.8
4,h,,5678,10.4
3,h,,5678,10.4
4,t,,5678,10.4
4,h,,4048,14.7
4,h,1010800,4048,14.7
3,h,680000,4048,14.7
4,h,,8920,7.7
3,t,,8920,7.7
3,u,1840000,8920,7.7
3,h,,8920,7.7
4,h,2850000,8920,7.7
5,h,2800000,8920,7.7
3,u,830000,6786,1.6
1,u,,3106,3.5
4,h,1600000,7822,10.1
3,h,1250000,7822,10.1
3,t,,7822,10.1
2,u,533000,7822,10.1
2,u,541000,7822,10.1
2,u,490000,7822,10.1
1,u,392500,7822,10.1
1,u,403000,7822,10.1
4,h,1966000,7822,10.1
1,u,381000,7822,10.1
3,h,646000,7719,14.8
2,u,553500,1989,31.2
3,h,630000,8060,34.9
3,t,1475000,6923,7.8
4,t,,3582,11.7
2,h,686000,3582,11.7
2,u,685000,3906,27
3,h,1210000,3906,27
3,h,,3906,27
4,h,890000,2076,27
3,h,1100000,9758,17.9
2,u,600000,9758,17.9
3,t,851000,9758,17.9
3,h,1015000,9758,17.9
3,t,795000,9758,17.9
3,h,1160000,9758,17.9
4,h,1160000,9758,17.9
4,h,878000,2727,17.5
3,h,800000,4734,17.5
3,h,1385000,2954,3.6
3,h,1286000,11204,6.7
4,h,1000000,11204,6.7
3,h,960000,11204,6.7
3,h,,3445,6.7
2,u,565000,4553,2
2,h,,4553,2
4,h,735000,15510,20.6
3,h,517000,15510,20.6
4,h,600000,15510,20.6
4,h,475000,15510,20.6
5,h,640000,15510,20.6
3,h,555000,15510,20.6
3,h,552000,15510,20.6
3,h,840500,11925,23
4,h,1222000,11925,23
5,h,2400000,11925,23
5,h,1180000,11925,23
3,h,677000,2985,23
4,h,1235000,1863,23
3,h,525000,2246,14
2,u,431000,10894,24.7
2,u,445000,10894,24.7
3,h,,8322,24.7
2,u,335000,8322,24.7
3,h,,6388,14.8
3,h,632000,6388,14.8
3,h,570000,6388,14.8
3,h,,6388,14.8
3,h,607500,2898,18
3,h,575000,2898,18
3,h,563000,2898,18
4,h,695000,2276,14.7
4,h,990000,4258,21.8
3,h,715000,4258,21.8
4,h,1260000,9028,12.4
3,h,,9028,12.4
4,h,2123500,9028,12.4
4,h,,9028,12.4
3,h,1232500,10999,14.3
4,h,1310000,10999,14.3
3,h,,10999,14.3
5,h,1890000,10999,14.3
3,u,775000,4790,16.1
2,h,365500,7254,25.9
2,u,,3040,1.3
3,t,895000,2546,27
3,h,837000,2546,27
3,h,950000,2546,27
3,u,770000,8989,7.2
2,u,525500,8989,7.2
4,h,2200000,8989,7.2
2,u,,8989,7.2
1,u,,8989,7.2
2,u,645000,8989,7.2
2,t,1200000,8989,7.2
3,h,646000,10926,19.6
3,h,625000,10926,19.6
3,h,552500,10926,19.6
3,h,601000,10926,19.6
2,h,735000,9264,7.5
5,h,1290000,9264,7.5
2,h,562000,9264,7.5
2,h,580500,9264,7.5
2,u,520000,9264,7.5
5,h,,9264,7.5
3,h,1710000,9264,7.5
2,u,370000,1308,8.2
2,u,620000,2970,5.7
3,h,1300000,2970,5.7
4,h,,5070,13.1
4,h,800000,5070,13.1
3,h,791100,10788,24.8
2,h,775000,10788,24.8
3,h,1210000,5825,2.1
2,h,1300000,5825,2.1
4,h,,5825,2.1
2,h,,6244,3.6
3,h,1730000,6244,3.6
4,h,,6244,3.6
3,h,1460000,6244,3.6
2,h,1100000,3593,3.4
2,u,452500,3593,3.4
1,u,373000,7570,5.1
3,t,869000,7570,5.1
4,h,1350000,4385,15.4
4,h,950000,4385,15.4
3,h,1100000,4385,15.4
3,h,799000,4385,15.4
3,h,,4385,15.4
4,h,605000,17055,38
3,h,634000,17055,38
4,h,1350000,7566,38
3,h,586000,3285,12.9
1,u,600000,2403,10.1
2,t,,2403,10.1
1,u,275000,2403,10.1
2,u,678000,10412,7.3
3,h,1285000,10412,7.3
3,h,,10412,7.3
4,h,1190000,15321,16.7
3,h,2450000,15321,16.7
4,h,1214000,15321,16.7
5,h,,15321,16.7
4,h,,15321,16.7
4,h,,15321,16.7
4,h,1631888,15321,16.7
3,h,850000,8870,11.2
3,h,1051000,8870,11.2
3,t,563250,8870,11.2
2,h,910000,8870,11.2
3,h,485000,8870,11.2
3,h,845000,1071,12.9
2,u,705000,8524,16.1
2,u,590000,8524,16.1
4,h,,8524,16.1
3,h,785000,8524,16.1
4,h,,8524,16.1
4,h,532000,4864,20.4
4,h,600000,4864,20.4
3,h,850000,2606,11.2
3,h,760000,2606,11.2
4,h,1800000,5454,13.8
4,t,2000000,5454,13.8
4,h,2500000,5454,13.8
4,h,1125000,2356,13.8
2,u,609000,11308,5.3
2,u,732500,11308,5.3
2,u,445000,11308,5.3
3,u,,11308,5.3
5,h,,6482,6.2
3,h,1315000,6482,6.2
3,h,,6482,6.2
3,h,3600000,6482,6.2
2,u,680000,6482,6.2
3,h,,3794,21.3
4,h,952000,3794,21.3
4,h,,3794,21.3
2,u,660000,2890,8.9
3,h,985000,2890,8.9
3,h,1325000,2890,8.9
3,h,1071000,2947,8.8
3,u,870000,2947,8.8
3,h,915000,2947,8.8
2,h,790000,2674,8.8
5,h,1300000,4794,16
4,h,1911000,4794,16
2,u,770000,4794,16
3,h,781500,5556,18
3,h,637000,5556,18
3,h,650000,13830,18.4
3,h,550000,13830,18.4
4,h,537000,13830,18.4
4,h,,13830,18.4
5,h,540000,13830,18.4
4,h,553500,13830,18.4
3,h,568000,13830,18.4
3,h,1360000,3145,12.3
3,h,1205000,768,12.3
3,u,960000,5549,7.8
3,h,840000,5549,7.8
2,u,760000,5549,7.8
3,h,1230000,5549,7.8
2,u,572500,5549,7.8
3,u,960000,5549,7.8
4,h,2800000,5549,7.8
3,h,,5549,7.8
2,u,860000,1554,7.8
4,h,,1554,7.8
4,h,2040000,1554,7.8
3,h,605000,851,14
3,h,572000,1202,14
3,h,680000,3656,15.5
4,h,784000,5629,11.7
3,h,790000,5629,11.7
2,u,600000,5629,11.7
4,h,630000,5629,11.7
3,h,601000,5629,11.7
3,h,900000,5629,11.7
3,h,680000,1119,10.4
2,h,1010000,5263,3.4
2,h,1023000,5263,3.4
1,u,411500,5263,3.4
3,h,1035000,5263,3.4
4,h,2450000,10331,5.4
3,h,2600000,10331,5.4
4,h,2855000,10331,5.4
2,t,955000,10331,5.4
2,u,1130000,10331,5.4
4,h,1600000,10331,5.4
3,h,1350000,10331,5.4
4,h,2500000,10331,5.4
4,h,,10331,5.4
2,h,1630000,10331,5.4
6,h,1875000,2671,7.3
3,h,,2671,7.3
3,h,,2671,7.3
3,h,770000,8459,25.2
3,h,,8459,25.2
4,h,,8459,25.2
4,h,,2878,14
3,u,660000,1414,12.1
2,h,,1414,12.1
3,h,296000,3553,31.7
4,h,766000,8279,16.3
3,h,652000,8279,16.3
3,h,630000,8279,16.3
3,h,,8743,41
4,h,950000,6732,29.9
3,h,,1624,14.6
3,t,810000,1624,14.6
3,u,815000,4168,12.7
3,h,818000,3873,6.4
3,h,2500000,4675,5.9
3,h,,8801,8.4
4,h,,8801,8.4
2,u,481000,4918,4.3
2,h,999000,4918,4.3
2,h,752500,4918,4.3
2,u,,4918,4.3
2,t,,2397,11.4
3,t,1142000,2397,11.4
4,h,575000,4704,17.4
8,h,741000,4704,17.4
3,h,,4704,17.4
1,u,390000,17496,0
2,u,740000,17496,0
3,u,,17496,0
3,h,283000,3600,31.7
3,h,501000,3600,31.7
3,h,,4718,29.8
4,h,415000,6065,31.7
4,h,430000,6065,31.7
3,h,439000,6065,31.7
3,h,410000,6065,31.7
3,h,815000,6162,20
1,u,300000,6162,20
1,u,397500,6162,20
3,h,470000,5812,25.9
4,h,450000,1158,20.6
3,h,2800000,2019,3
3,h,531000,10529,17.9
3,h,665000,10529,17.9
3,h,685000,10529,17.9
4,h,,10529,17.9
3,u,,10529,17.9
3,h,665000,10529,17.9
3,h,,6871,17.2
4,h,890000,6871,17.2
5,h,1150000,6871,17.2
4,h,1306000,6871,17.2
3,h,902000,6871,17.2
2,u,647000,2079,10.2
3,h,2470000,2079,10.2
2,u,880000,2079,10.2
4,h,,2079,10.2
2,h,753000,3891,16.2
2,h,950000,6232,6.2
4,h,1350000,6232,6.2
2,u,561000,6232,6.2
3,h,1162000,6232,6.2
3,h,835000,8280,26.5
4,h,840500,8280,26.5
3,t,595000,8280,26.5
5,h,,3650,21.5
2,u,401000,3650,21.5
3,h,1425000,13366,14.2
4,h,1400000,13366,14.2
6,u,,13366,14.2
3,h,1586000,13366,14.2
3,h,1560000,13366,14.2
3,u,853000,13366,14.2
2,u,873000,13366,14.2
4,h,1408000,13366,14.2
4,h,1800000,13366,14.2
4,h,1080000,7113,18.8
3,h,1105000,7113,18.8
2,u,580000,7113,18.8
5,h,880000,7113,18.8
3,h,840000,7113,18.8
2,u,,4442,10.1
3,h,1321188,4442,10.1
4,h,,9376,34.1
5,h,1355000,849,48.1
4,h,,849,48.1
3,h,565000,849,48.1
2,h,1130000,5498,6.2
3,t,810000,5498,6.2
2,u,475000,5498,6.2
3,h,950000,5498,6.2
2,h,800000,2291,10.4
4,h,1340000,2291,10.4
3,t,,11806,22.7
2,u,400000,11806,22.7
3,h,,11806,22.7
3,h,,11806,22.7
3,u,1287500,6821,1.8
2,h,516000,6821,1.8
3,t,,6821,1.8
2,t,,6821,1.8
3,h,1280000,11364,5.3
3,h,1360000,11364,5.3
